content,temp_list,content_length
size:silicone and plastic first time to purchase different size to ensure that can suit for wear,"['Size:Silicone', 'and', 'plastic', 'First', 'time', 'to', 'purchase', '4', 'different', 'size', 'to', 'ensure', 'that', 'can', 'suit', 'for', 'wear']",98
tq fast ship and value money,"['tq', 'fast', 'ship', 'and', 'value', 'money']",28
"good product quality, good value for money, fast delivery..","['Good', 'product', 'quality,', 'good', 'value', 'for', 'money,', 'fast', 'delivery..']",59
size:size quite small quality is quite good fast delivery have plastic smell on it,"['Size:size', 'quite', 'small', 'Quality', 'is', 'quite', 'good', 'fast', 'delivery', 'Have', 'plastic', 'smell', 'on', 'it']",84
ringan..selesa pkai,"['ringan..selesa', 'pkai']",19
good job seller.. good service.. fast delivery.. tq so much seller u r the best,"['Good', 'job', 'seller..', 'Good', 'service..', 'Fast', 'delivery..', 'Tq', 'so', 'much', 'seller', 'u', 'r', 'the', 'best']",79
"beli untuk kawan sangat cantikk . comel . kemas , berkualiti. sesuai pakai harian . thank you seller terbaikthumbs_uplight_skin_tonethumbs_uplight_skin_tonethumbs_uplight_skin_tone","['beli', 'untuk', 'kawan', 'sangat', 'cantikk', '.', 'comel', '.', 'kemas', ',', 'berkualiti.', 'sesuai', 'pakai', 'harian', '.', 'thank', 'you', 'seller', 'terbaik👍🏻👍🏻👍🏻']",114
ok.ggood condition dn selesa size: design: material:,"['ok.ggood', 'condition', 'dn', 'selesa', 'Size:', 'Design:', 'Material:']",52
material:good size:true design:nice,"['Material:good', 'Size:true', 'Design:nice']",35
"alhamdulillah brg sudah selamat sampai,tq seller and flash express saiz: lembut lain kali repeat oder lagi.terbaik seller....","['alhamdulillah', 'brg', 'dah', 'selamat', 'sampai,tq', 'seller', 'n', 'flash', 'express', 'Saiz:44', 'lembut', 'lain', 'kali', 'repeat', 'oder', 'lagi.terbaik', 'seller....']",123
barang dibungkus dengan baik dan kemas. selamat diterima. berfungsi dengan baik. ketahanan tidak dapat dipastikan. mutu berpadananlah dengan harganya.,"['Barang', 'dibungkus', 'dengan', 'baik', 'dan', 'kemas.', 'Selamat', 'diterima.', 'Berfungsi', 'dengan', 'baik.', 'Ketahanan', 'tidak', 'dapat', 'dipastikan.', 'Mutu', 'berpadananlah', 'dengan', 'harganya.']",150
the slipper material is soft and nice to wear.,"['the', 'slipper', 'material', 'is', 'soft', 'and', 'nice', 'to', 'wear.']",46
barang okay selese sudah selamat dipakai,"['barang', 'okay', 'selese', 'dah', 'selamat', 'dipakai']",38
material:light rubber size: design:simple and comfy,"['Material:light', 'rubber', 'Size:41', 'Design:simple', 'n', 'comfy']",51
barang sampai dengan baik boleh pakai masuk hospital nanti..insyaallah saya mahu beli lagi,"['BARANG', 'SAMPAI', 'DENGAN', 'BAIK', 'BOLEH', 'PAKAI', 'MASUK', 'HOSPITAL', 'NANTI..INSYAALLAH', 'SAYA', 'NAK', 'BELI', 'LAGI']",89
puashati selipar nya,"['puashati', 'selipar', 'nya']",20
material:very good size:nicely fit design:nice,"['Material:very', 'good', 'Size:nicely', 'fit', 'Design:nice']",46
good. for indoor use,"['good.', 'for', 'indoor', 'use']",22
ok thanks for the fast delivery will get back to you later smiling_face_with_smiling_eyesslightly_smiling_face,"['ok', 'thanks', 'for', 'the', 'fast', 'delivery', 'Will', 'get', 'back', 'to', 'you', 'later', '😊🙂']",61
ringan. cantik. ok lah buat pakai di kawasan rumah. terima kasih,"['ringan.', 'cantik.', 'ok', 'lah', 'buat', 'pakai', 'di', 'kawasan', 'rumah.', 'terima', 'kasih']",64
material:hard not same material like the expensive size:as mentioned in the size table design:ok not a comfortable slippers due to the material. will not buy again eventhough price cheaper.,"['Material:Hard', 'not', 'same', 'material', 'like', 'the', 'expensive', 'Size:As', 'mentioned', 'in', 'the', 'size', 'table', 'Design:ok', 'NOT', 'a', 'comfortable', 'slippers', 'due', 'to', 'the', 'material.', 'Will', 'NOT', 'buy', 'again', 'eventhough', 'price', 'cheaper.']",191
barang yang dipesan lain yang dihantar lain. minta sliper warna oren tetapi yang di hantar warna hijau pula. kalau tak ada tenyalah dulu mau atau tidak warna lain. harap jangan susahkan pelanggan.,"['Barang', 'yg', 'dipesan', 'lain', 'yang', 'dihantar', 'lain.', 'Minta', 'sliper', 'warna', 'oren', 'tapi', 'yg', 'di', 'hantar', 'warna', 'hijau', 'pula.', 'Kalau', 'tak', 'ada', 'tenyalah', 'dulu', 'mau', 'atau', 'tidak', 'warna', 'lain.', 'Harap', 'jangan', 'susahkan', 'pelanggan.']",190
"very beautiful looks good and its very confident,thank you","['very', 'beautiful', 'looks', 'good', 'and', 'its', 'very', 'confident,thank', 'you']",58
second time purchase. superb light and foam type. wear inside house. please note that this is not the rubber material. rubber material won’t cost so cheap. suitable for wear inside house. my feet is size and i bought - ngam ngam. if want looser can choose one sizes bigger.,"['Second', 'time', 'purchase.', 'Superb', 'light', 'and', 'foam', 'type.', 'Wear', 'inside', 'house.', 'Please', 'note', 'that', 'This', 'is', 'not', 'the', 'rubber', 'material.', 'Rubber', 'material', 'won’t', 'cost', 'so', 'cheap.', 'Suitable', 'for', 'wear', 'inside', 'house.', 'My', 'feet', 'is', 'size', '8', 'and', 'I', 'bought', '40-41', 'ngam', 'ngam.', 'If', 'want', 'looser', 'can', 'choose', 'one', 'sizes', 'bigger.']",279
true to size very light can wear indoor but not recommended outdoor or wearing to bath,"['True', 'to', 'size', 'Very', 'light', 'Can', 'wear', 'indoor', 'But', 'not', 'recommended', 'outdoor', 'or', 'wearing', 'to', 'bath']",88
"very good product, worth it. thank you, will support again.","['Very', 'good', 'product,', 'worth', 'it.', 'Thank', 'you,', 'will', 'support', 'again.']",59
material:the tapak a little bit thin but suits the price la cheap maa size:true to size. fits well design:minimal with a very beautiful colors,"['Material:the', 'tapak', 'a', 'little', 'bit', 'thin', 'but', 'suits', 'the', 'price', 'la', 'cheap', 'maa', 'Size:true', 'to', 'size.', 'fits', 'well', 'Design:minimal', 'with', 'a', 'very', 'beautiful', 'colors']",142
material:okay size:okay design:okay,"['Material:okay', 'Size:okay', 'Design:Okay']",35
material:okay size:okay design:okay,"['Material:okay', 'Size:okay', 'Design:Okay']",35
价格便宜质量不错,['价格便宜质量不错'],8
价格便宜质量不错,['价格便宜质量不错'],8
价格便宜质量不错,['价格便宜质量不错'],8
价格便宜质量不错,['价格便宜质量不错'],8
size:cute,['Size:cute'],9
size:okay,['Size:okay'],9
material:soft size:average design:simple,"['Material:soft', 'Size:average', 'Design:simple']",44
this is ordered! good for valued!,"['This', 'is', '2nd', 'ordered!', 'Good', 'for', 'valued!']",37
this is ordered! good for valued!,"['This', 'is', '2nd', 'ordered!', 'Good', 'for', 'valued!']",37
this is ordered! good for valued!,"['This', 'is', '2nd', 'ordered!', 'Good', 'for', 'valued!']",37
terima kasih selipar sangat ringan .....puas hati,"['terima', 'kasih', 'selipar', 'sgt', 'ringan', '.....puas', 'hati']",47
alhamdulilah sedap pakai saiz ok thank you seller,"['alhamdulilah', 'sedap', 'pakai', 'saiz', 'ok', 'thank', 'you', 'seller']",49
ok cung selipar selesa dipakai dan tebal je xdela tebal sngat,"['Ok', 'cung', 'selipar', 'selesa', 'dipakai', 'dan', 'tebal', 'biasa2', 'je', 'xdela', 'tebal', 'sngat']",68
sudah selamat smpi..tq,"['dah', 'selamat', 'smpi..tq']",20
good and fast fast fast delivery ( stars rate). good value for money. excellent service by seller ( stars rate). can repeat from this seller again. thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up thank you very much. very very very good! good good good thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up good good good.,"['Good', 'and', 'fast', 'fast', 'fast', 'delivery', '(5', 'stars', 'rate).', 'Good', 'value', 'for', 'money.', 'Excellent', 'service', 'by', 'seller', '(5', 'stars', 'rate).', 'Can', 'repeat', 'from', 'this', 'seller', 'again.', '👍👍👍👍👍👍👍👍👍👍👍👍', 'Thank', 'you', 'very', 'much.', 'Very', 'very', 'very', 'good!', 'Good', 'good', 'good', '👍👍👍👍👍👍👍👍', 'good', 'good', 'good.']",245
good and fast fast fast delivery ( stars rate). good value for money. excellent service by seller ( stars rate). can repeat from this seller again. thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up thank you very much. very very very good! good good good thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up good good good.,"['Good', 'and', 'fast', 'fast', 'fast', 'delivery', '(5', 'stars', 'rate).', 'Good', 'value', 'for', 'money.', 'Excellent', 'service', 'by', 'seller', '(5', 'stars', 'rate).', 'Can', 'repeat', 'from', 'this', 'seller', 'again.', '👍👍👍👍👍👍👍👍👍👍👍👍', 'Thank', 'you', 'very', 'much.', 'Very', 'very', 'very', 'good!', 'Good', 'good', 'good', '👍👍👍👍👍👍👍👍', 'good', 'good', 'good.']",245
ringan & selesa,"['ringan', '&', 'selesa']",15
amik saiz paling besar.. sesuai utk kaki lelaki.. nk guna utk pakai kt bilik air and dalam rumah je.. sesuai la selipar nipis..sory  tidak ada gmbar..,"['amik', 'saiz', 'paling', 'besar..', 'sesuai', 'utk', 'Kaki', 'lelaki..', 'nk', 'guna', 'utk', 'pakai', 'kt', 'bilik', 'air', 'n', 'dlm', 'rumah', 'je..', 'sesuai', 'la', 'selipar', 'nipis..sory', 'xde', 'gmbar..']",139
barang saya sudah sampai... penghantaran pon cepat je...cantik...harga berbaloi....sedap pakai....,"['barang', 'saya', 'dah', 'sampai...', 'penghantaran', 'pon', 'cepat', 'je...cantik...harga', 'berbaloi....sedap', 'pakai....']",96
white_heavy_check_mark colour white_heavy_check_mark thumbs_upthumbs_upthumbs_upthumbs_up tq heart_suit️,"['saiz41', '✅', 'colour', '✅', '👍👍👍👍', 'tq', '♥️']",28
size is one size smaller than actual but satisfied regardless,"['Size', 'is', 'one', 'size', 'smaller', 'than', 'actual', 'but', 'satisfied', 'regardless']",61
repeat second time. beli pasang sudah dari kedai ni. murah dari kedai lain,"['repeat', 'second', 'time.', 'beli', '4', 'pasang', 'dah', 'dari', 'kedai', 'ni.', 'murah', 'dari', 'kedai', 'lain']",74
tapas kaki tidak tebal,"['tapas', 'kaki', 'tidak', 'tebal']",22
produk yang berkualiti dan ringan untuk dipakai. senang di bawa berjalan.,"['Produk', 'yang', 'berkualiti', 'dan', 'ringan', 'untuk', 'dipakai.', 'Senang', 'di', 'bawa', 'berjalan.']",73
"terbaik,,saiz tepat dan penghantaran laju. tq seller dan kurier","['Terbaik,,saiz', 'tepat', 'dan', 'penghantaran', 'laju.', 'Tq', 'seller', 'dan', 'kurier']",63
selipar cantik. ok la tak terlalu tebal dan tak nipis jugak. pakai dalam rumah / luar sesuai jer tapak tak licin. will repeat,"['selipar', 'cantik.', 'ok', 'la', 'tak', 'terlalu', 'tebal', 'dan', 'tak', 'nipis', 'jugak.', 'pakai', 'dlm', 'rumah', '/', 'luar', 'sesuai', 'jer', 'tapak', 'tak', 'licin.', 'will', 'repeat']",123
kasut sudah sampai depan pintu rumah house_with_gardenhouse_with_garden.. barang yang berkualiti sedap pakai.. boleh beli lagi thumbs_up.. lima glowing_starglowing_starglowing_starglowing_starglowing_star untuk semua penjual lazada and flash,"['kasut', 'dah', 'sampai', 'depan', 'pintu', 'rumah', '🏡🏡..', 'barang', 'yang', 'berkualiti', 'sedap', 'pakai..', 'boleh', 'beli', 'lagi', '👍..', 'lima', '🌟🌟🌟🌟🌟', 'untuk', 'semua', 'penjual', 'Lazada', 'n', 'flash']",142
"received with the same item with order on //, good product quality and good value for money, thank you seller.","['Received', 'with', 'the', 'same', 'item', 'with', 'order', 'on', '21/6/23,', 'good', 'product', 'quality', 'and', 'good', 'value', 'for', 'money,', 'thank', 'you', 'seller.']",115
"slipper sampai dengan condition yang baik,kualiti terbaik(selesa dipakai) & cepat penghantarannya. memang puas hatithumbs_upthumbs_upthumbs_upsmiling_face_with_heart-eyessmiling_face_with_heart-eyes services terbaik dari seller, lazada & lex my. tqvmsmiling_face_with_smiling_eyes","['Slipper', 'sampai', 'dengan', 'condition', 'yang', 'baik,kualiti', 'terbaik(selesa', 'dipakai)', '&', 'cepat', 'penghantarannya.', 'Memang', 'puas', 'hati👍👍👍😍😍', 'Services', 'terbaik', 'dari', 'seller,', 'Lazada', '&', 'LEX', 'MY.', 'Tqvm😊']",173
"disappointing!! ordered -, but was sent -. slipper is light. but quality not so good.","['Disappointing!!', 'Ordered', '38-39,', 'but', 'was', 'sent', '40-41.', 'Slipper', 'is', 'light.', 'But', 'quality', 'not', 'so', 'good.']",93
ok sgt....boleh repeat lagi...fit to size..ringann sgt..,"['ok', 'sgt....boleh', 'repeat', 'lagi...fit', 'to', 'size..ringann', 'sgt..']",56
very good all of you should try thisvery good all of you should try thisvery good all of should thisyoushould shouldshouldvery good all of you should try thisvery good all of you should try thisvery good all of should thisyoushould shouldshouldvery good all of you should try thisvery good all of you should try thisvery good all of should thisyoushould shouldshould,"['very', 'good', 'all', 'of', 'you', 'should', 'try', 'thisvery', 'good', 'all', 'of', 'you', 'should', 'try', 'thisvery', 'good', 'all', 'of', 'should', 'thisyoushould', 'shouldshouldvery', 'good', 'all', 'of', 'you', 'should', 'try', 'thisvery', 'good', 'all', 'of', 'you', 'should', 'try', 'thisvery', 'good', 'all', 'of', 'should', 'thisyoushould', 'shouldshouldvery', 'good', 'all', 'of', 'you', 'should', 'try', 'thisvery', 'good', 'all', 'of', 'you', 'should', 'try', 'thisvery', 'good', 'all', 'of', 'should', 'thisyoushould', 'shouldshould']",372
barang diterima dalam keadaan baik..packing pun ok..cepat sampai,"['barang', 'diterima', 'dalam', 'keadaan', 'baik..packing', 'pun', 'ok..cepat', 'smpai']",63
good..gmbr  tidak ada kne mengena,"['good..gmbr', 'xde', 'kne', 'mengena']",26
收到产品了。感觉品质还不错！如果用得好，会多介绍朋友来买噢！商家薄利多销，为他们多点几个赞！祝他们积少成多赚大钱！,['收到产品了。感觉品质还不错！如果用得好，会多介绍朋友来买噢！商家薄利多销，为他们多点几个赞！祝他们积少成多赚大钱！'],57
"kualiti sesuai dengan harga, selesa bila dipakai, pembungkusan kemas, penghantaran pantas.","['Kualiti', 'sesuai', 'dengan', 'harga,', 'selesa', 'bila', 'dipakai,', 'pembungkusan', 'kemas,', 'penghantaran', 'pantas.']",90
oder pcs kaler same tetapi dpt lagi kaler grey smiling_face_with_open_mouth_&_cold_sweat,"['Oder', '2', 'pcs', 'kaler', 'same', 'tp', 'dpt', 'lg', '1', 'kaler', 'grey', '😅']",46
"satisfied with this and price cheap, yay okayyy fast delivery","['Satisfied', 'with', 'this', 'and', 'price', 'cheap,', 'yay', 'okayyy', 'fast', 'delivery']",61
received in good condition. true to size. very light. suit with the price. thank you!,"['received', 'in', 'good', 'condition.', 'true', 'to', 'size.', 'very', 'light.', 'suit', 'with', 'the', 'price.', 'thank', 'you!']",85
"received in good condition, fast delivery, thanks for seller","['received', 'in', 'good', 'condition,', 'fast', 'delivery,', 'thanks', 'for', 'seller']",60
good comfortable shoe. helps to reduce tension on my heels. i wear them indoors.,"['Good', 'comfortable', 'shoe.', 'Helps', 'to', 'reduce', 'tension', 'on', 'my', 'heels.', 'I', 'wear', 'them', 'indoors.']",80
dibungkus dengan baik...produk tiada kerosakan dan kualitinya sesuai dengan harga,"['dibungkus', 'dengan', 'baik...produk', 'tiada', 'kerosakan', 'dan', 'kualitinya', 'sesuai', 'dgn', 'harga']",78
good ddddddddd i like !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"['good', 'ddddddddd', 'i', 'like', '!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!']",54
gambar tiada kaitan . saiz selipar ngam dan selesa dipakai . tq,"['Gambar', 'tiada', 'kaitan', '.', 'saiz', 'selipar', 'ngam', 'dan', 'selesa', 'dipakai', '.', 'Tq']",65
good produk fast delivery,"['Good', 'produk', 'fast', 'delivery']",25
material:good size: design:very nice,"['Material:Good', 'Size:42', 'Design:Very', 'nice']",38
my size is - and i ordered -,"['my', 'size', 'is', '37-38', 'and', 'I', 'ordered', '38-39']",36
delivery is fast. sandals are colourful and very light. good for house slippers,"['Delivery', 'is', 'fast.', 'Sandals', 'are', 'colourful', 'and', 'very', 'light.', 'Good', 'for', 'house', 'slippers']",79
"material ok, fast delivery.","['Material', 'ok,', 'fast', 'delivery.']",27
saiz:terbaik,['Saiz:terbaik'],12
barang sampai dalam keadaan baik,"['barang', 'sampai', 'dalam', 'keadaan', 'baik']",32
cepat dan pantas...sandle pun ok sangat,"['cepat', 'dan', 'pantas...sandle', 'pun', 'ok', 'sgt']",36
nice color and comfortable,"['Nice', 'color', 'and', 'comfortable']",26
design:good size:too small but suitable material:nice,"['Design:good', 'Size:too', 'small', 'but', 'suitable', 'Material:nice']",53
received in good condition received within estimate time good value for money,"['received', 'in', 'good', 'condition', 'received', 'within', 'estimate', 'time', 'good', 'value', 'for', 'money']",77
tanpa selipar,"['tanpa', 'selipar']",13
"alhamdulillah... barang sudah sampai dengan selamat, terbaik seller","['Alhamdulillah...', 'barang', 'dah', 'sampai', 'dengan', 'selamat,', 'terbaik', 'seller']",65
item is already received… very nice … mu daughter like it very much no slippery ….,"['Item', 'is', 'already', 'received…', 'very', 'nice', '…', 'mu', 'daughter', 'like', 'it', 'very', 'much', 'no', 'slippery', '….']",82
"selipar yang sangat ringan dan berkualiti ,saya gunakan di kawasan dapur sangat selesa.","['selipar', 'yg', 'sangat', 'ringan', 'dan', 'berkualiti', ',saya', 'gunakan', 'di', 'kawasan', 'dapur', 'sangat', 'selesa.']",85
material:sedikit keras & nipis size:spt diminta design:sesuai la tkini cuma keras,"['Material:sedikit', 'keras', '&', 'nipis', 'Size:spt', 'diminta', 'Design:sesuai', 'la', 'tkini', 'cuma', 'keras']",81
kualiti kasut kureeeeeennnng baik. agak nipis. pernah beli dari seller lain tetapi kualiti lebih baik lebih kurang sorry gambar tak related,"['kualiti', 'kasut', 'kureeeeeennnng', 'baik.', 'agak', 'nipis.', 'pernah', 'beli', 'dari', 'seller', 'lain', 'tapi', 'kualiti', 'lebih', 'baik', 'lebih', 'kurang', 'sorry', 'gambar', 'tak', 'related']",139
comfortable,['Comfortable'],11
slipper received in good condition and packing. thank you lazada & delivery delivery_truck man.,"['Slipper', 'received', 'in', 'good', 'condition', 'and', 'packing.', 'Thank', 'you', 'Lazada', '&', 'delivery', '🚚', 'man.']",82
the deliver service i sastified. quality same as price. thank you.,"['The', 'deliver', 'service', 'i', 'sastified.', 'Quality', 'same', 'as', 'price.', 'Thank', 'you.']",67
looks good tho bit thin.,"['looks', 'good', 'tho', 'bit', 'thin.']",24
saiz spt yang dipesan.. .ada qualiti dan boleh guna !,"['saiz', 'spt', 'yg', 'dipesan..', '.ada', 'qualiti', 'dan', 'boleh', 'guna', '!']",51
"tq boss ku,kasut selesa dipakai ringan","['tq', 'boss', 'ku,kasut', 'selesa', 'dipakai', 'ringan']",38
material:getah tetapi xlembut sgt..dlu beli lembut lg..mybe kena ambil yang lagi mahal kot size: design:sma cm dalam gambar,"['Material:getah', 'tp', 'xlembut', 'sgt..dlu', 'bli', 'lembut', 'lg..mybe', 'kna', 'amk', 'yg', 'lg', 'mahal', 'kot', 'Size:42', 'Design:sma', 'cm', 'dlm', 'gmbr']",109
"very happy, i received the goods. the packaging of the goods is undamaged. the items are % the same as the pictures, so please feel free to buy.","['Very', 'happy,', 'I', 'received', 'the', 'goods.', 'The', 'packaging', 'of', 'the', 'goods', 'is', 'undamaged.', 'The', 'items', 'are', '100%', 'the', 'same', 'as', 'the', 'pictures,', 'so', 'please', 'feel', 'free', 'to', 'buy.']",149
material:ok size:smaller abit,"['Material:ok', 'Size:smaller', 'abit']",29
received yesterday..great for indoor use..will recommend friends to this item.,"['received', 'yesterday..great', 'for', 'indoor', 'use..will', 'recommend', 'friends', 'to', 'this', 'item.']",78
color tak sama dengan seller photos,"['Color', 'tak', 'sama', 'dgn', 'seller', 'photos']",32
material:look good can use but with such costing…nothing to compare.,"['Material:look', 'good', 'can', 'use', 'but', 'with', 'such', 'costing…nothing', 'to', 'compare.']",68
"material:plastic with strong smell size:accurate design:for toilet use, just simply to slip in,","['Material:plastic', 'with', 'strong', 'smell', 'Size:accurate', 'Design:for', 'toilet', 'use,', 'just', 'simply', 'to', 'slip', 'in,']",95
"nice, sofe thank you seller material： size： design：","['nice,', 'sofe', 'thank', 'you', 'seller', 'Material：', 'Size：', 'Design：']",51
"fast delivery, received in good condition. but, very thick & light material (like polypropylene foam shoes), not comfortable, different from the picture showing. neutral_face size: design:","['Fast', 'delivery,', 'received', 'in', 'good', 'condition.', 'BUT,', 'very', 'thick', '&', 'light', 'material', '(like', 'polypropylene', 'foam', 'shoes),', 'not', 'comfortable,', 'different', 'from', 'the', 'picture', 'showing.', '😐', 'Size:', 'Design:']",178
kenapa oren jadi hitam? ke aku yang buta warna? 🤪rolling_on_the_floor_laughingrolling_on_the_floor_laughing,"['Kenapa', 'oren', 'jadi', 'hitam?', 'Ke', 'aku', 'yang', 'buta', 'warna?', '🤪🤣🤣']",51
a normal toilet slipper..not high type as show on picture..cant complaint much with the price of it..,"['A', 'normal', 'toilet', 'slipper..Not', 'high', 'type', 'as', 'show', 'on', 'picture..Cant', 'complaint', 'much', 'with', 'the', 'price', 'of', 'it..']",101
material:gud size:as per odered design:same as picture tq sellerred_heart️,"['Material:gud', 'Size:as', 'per', 'odered', 'Design:same', 'as', 'picture', 'tq', 'seller❤️']",66
飘量的拖鞋，快速运行，太棒啦。,['飘量的拖鞋，快速运行，太棒啦。'],15
"very fast delivery, cheap and acceptable quality :) my brother said it's a little slippery though","['very', 'fast', 'delivery,', 'cheap', 'and', 'acceptable', 'quality', ':)', 'my', 'brother', 'said', ""it's"", 'a', 'little', 'slippery', 'though']",98
material:good size:just nice and fit design:soft and nice colour,"['Material:Good', 'Size:Just', 'nice', 'n', 'fit', 'Design:soft', 'n', 'nice', 'colour']",60
good products and good quality parvel is received in good conditions.,"['Good', 'Products', 'and', 'Good', 'Quality', 'Parvel', 'is', 'received', 'in', 'Good', 'Conditions.']",69
"good product quality, good value for money, fast delivery","['Good', 'product', 'quality,', 'good', 'value', 'for', 'money,', 'fast', 'delivery']",57
size: design:,"['Size:38', 'Design:']",15
"good product quality, good value for money, fast delivery.","['Good', 'product', 'quality,', 'good', 'value', 'for', 'money,', 'fast', 'delivery.']",58
baik is a great place to work for and it is a great place to work,"['Baik', 'is', 'a', 'great', 'place', 'to', 'work', 'for', 'and', 'it', 'is', 'a', 'great', 'place', 'to', 'work']",65
t. kasih seller seliper sudah sampai selesa dipakai,"['t.', 'kasih', 'seller', 'seliper', 'dah', 'sampai', 'selesa', 'dipakai']",50
the price is reasonable with the quality.. can be used either indoor or outdoor.. (pic: black),"['The', 'price', 'is', 'reasonable', 'with', 'the', 'quality..', 'can', 'be', 'used', 'either', 'indoor', 'or', 'outdoor..', '(pic:', 'Black)']",94
good thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,"['good', '👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍']",28
datang dan bermain lazland untuk menanam tanaman anda dan menang beras percuma! | https://s.lazada.com.my/s.ugtrk,"['Datang', 'dan', 'bermain', 'Lazland', 'untuk', 'menanam', 'tanaman', 'anda', 'dan', 'menang', 'Beras', 'Percuma!', '|', 'https://s.lazada.com.my/s.UGtRK']",113
murah,['murah'],5
thank you,"['Thank', 'you']",9
barang sampai dengan selamat... sesuai dengan harga nipis cikit...,"['barang', 'sampai', 'dengan', 'selamat...', 'sesuai', 'dengan', 'harga', 'nipis', 'cikit...']",66
)barang sampai dengan selamat ) selipar sangat ringan (tak berat) )pilih saiz lebih besar daripada saiz asal contoh: saya pakai tetapi saya ambil saiz - (saiznya tak besar tetapi sedang-sedang),"['1)barang', 'sampai', 'dengan', 'selamat', '2)', 'selipar', 'sangat', 'ringan', '(tak', 'berat)', '3)pilih', 'saiz', 'lebih', 'besar', 'daripada', 'saiz', 'asal', 'contoh:', 'saya', 'pakai', 'saiz37', 'tapi', 'saya', 'ambil', 'saiz', '38-39', '(saiznya', 'tak', 'besar', 'tapi', 'sedang-sedang)']",203
"barang sudah sampai dengan baik, selipar sangat ringan dan selesa","['barang', 'dah', 'sampai', 'dengan', 'baik,', 'selipar', 'sangat', 'ringan', 'dan', 'selesa']",63
"pakai untuk dalam rumah...sesuai lah , beli bersara sikit..thank you seller","['pakai', 'untuk', 'dalam', 'rumah...sesuai', 'lah', ',', 'beli', 'bersara', 'sikit..thank', 'you', 'seller']",75
best lembut recommendedgrinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facehospitalhospitalhospitalhospitalhospitalhospitalkissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyeskissing_face_with_smiling_eyessmiling_face_with_open_mouth_&_closed_eyessmiling_face_with_open_mouth_&_closed_eyessmiling_face_with_open_mouth_&_closed_eyessmiling_face_with_open_mouth_&_closed_eyes,"['best', 'lembut', 'recommended😀😀😀😀😀😀😀🏥🏥🏥🏥🏥🏥😙😙😙😙😙😙😙😙😙😙😙😙😆😆😆😆']",52
fast delivery..tq seller. will repeat again later with another color,"['fast', 'delivery..tq', 'seller.', 'will', 'repeat', 'again', 'later', 'with', 'another', 'color']",68
not too bad. i use it to work in my outside kitchen and garden. non slip so it is safer,"['Not', 'too', 'bad.', 'I', 'use', 'it', 'to', 'work', 'in', 'my', 'outside', 'kitchen', 'and', 'garden.', 'non', 'slip', 'so', 'it', 'is', 'safer']",87
good packaging and nice attitude also fast delivery also just arriced my house around two days highly recomended and i will buy it again when needed too,"['good', 'packaging', 'and', 'nice', 'attitude', 'also', 'fast', 'delivery', 'also', 'just', 'arriced', 'my', 'house', 'around', 'two', 'days', 'highly', 'recomended', 'and', 'i', 'will', 'buy', 'it', 'again', 'when', 'needed', 'too']",152
thank you thumbs_up,"['thank', 'you', '👍']",11
material:disappointed as quality a bit thin not as shown in picture,"['Material:disappointed', 'as', 'quality', 'a', 'bit', 'thin', 'not', 'as', 'shown', 'in', 'picture']",67
material:disappointed as quality a bit thin not as shown in picture,"['Material:disappointed', 'as', 'quality', 'a', 'bit', 'thin', 'not', 'as', 'shown', 'in', 'picture']",67
material:disappointed as quality a bit thin not as shown in picture,"['Material:disappointed', 'as', 'quality', 'a', 'bit', 'thin', 'not', 'as', 'shown', 'in', 'picture']",67
disappointed as quality a bit thin not as shown in picture.,"['Disappointed', 'as', 'quality', 'a', 'bit', 'thin', 'not', 'as', 'shown', 'in', 'picture.']",59
disappointed as quality a bit thin unlike as shown in picture,"['Disappointed', 'as', 'quality', 'a', 'bit', 'thin', 'unlike', 'as', 'shown', 'in', 'picture']",61
tgk gambo lain... yang dpt cam lain. tipah tertipu...rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing. ape pn terima kasih.,"['tgk', 'gambo', 'lain...', 'yg', 'dpt', 'cam', 'lain.', 'tipah', 'tertipu...🤣🤣🤣.', 'ape', 'pn', 'terima', 'kasih.']",76
